regime,method,shot,negative_shot,support_protocol,seed,temperature,threshold,class,metric,value
single_label,random_residual,1,1,balanced,4,0.5,nan,No Finding,f1,0.3178137540817261
single_label,random_residual,1,1,balanced,4,0.5,nan,No Finding,accuracy,0.5506666898727417
single_label,random_residual,1,1,balanced,4,0.5,nan,No Finding,nll,0.6595543622970581
single_label,random_residual,1,1,balanced,4,0.5,nan,No Finding,calibration_error,0.08159642666578293
single_label,random_residual,1,1,balanced,4,0.5,nan,Fracture,auroc,0.5619869828224182
single_label,random_residual,1,1,balanced,4,0.5,nan,Fracture,auprc,0.38048675656318665
single_label,random_residual,1,1,balanced,4,0.5,nan,Fracture,f1,0.37428024411201477
single_label,random_residual,1,1,balanced,4,0.5,nan,Fracture,accuracy,0.5653333067893982
single_label,random_residual,1,1,balanced,4,0.5,nan,Fracture,nll,0.6371039748191833
single_label,random_residual,1,1,balanced,4,0.5,nan,Fracture,calibration_error,0.04312180355191231
single_label,random_residual,1,1,balanced,4,0.5,nan,Cardiomegaly,auroc,0.5696200132369995
single_label,random_residual,1,1,balanced,4,0.5,nan,Cardiomegaly,auprc,0.3889446258544922
single_label,random_residual,1,1,balanced,4,0.5,nan,Cardiomegaly,f1,0.3855670094490051
single_label,random_residual,1,1,balanced,4,0.5,nan,Cardiomegaly,accuracy,0.6026666760444641
single_label,random_residual,1,1,balanced,4,0.5,nan,Cardiomegaly,nll,0.6353031992912292
single_label,random_residual,1,1,balanced,4,0.5,nan,Cardiomegaly,calibration_error,0.04124084860086441
single_label,metadata_matched_residual,1,1,balanced,0,0.5,nan,No Finding,auroc,0.5123040080070496
single_label,metadata_matched_residual,1,1,balanced,0,0.5,nan,No Finding,auprc,0.3566077649593353
single_label,metadata_matched_residual,1,1,balanced,0,0.5,nan,No Finding,f1,0.3371017575263977
single_label,metadata_matched_residual,1,1,balanced,0,0.5,nan,No Finding,accuracy,0.5699999928474426
single_label,metadata_matched_residual,1,1,balanced,0,0.5,nan,No Finding,nll,0.6547608375549316
single_label,metadata_matched_residual,1,1,balanced,0,0.5,nan,No Finding,calibration_error,0.07804284244775772
single_label,metadata_matched_residual,1,1,balanced,0,0.5,nan,Fracture,auroc,0.5810160040855408
single_label,metadata_matched_residual,1,1,balanced,0,0.5,nan,Fracture,auprc,0.4036801755428314
single_label,metadata_matched_residual,1,1,balanced,0,0.5,nan,Fracture,f1,0.4183864891529083
single_label,metadata_matched_residual,1,1,balanced,0,0.5,nan,Fracture,accuracy,0.5866666436195374
single_label,metadata_matched_residual,1,1,balanced,0,0.5,nan,Fracture,nll,0.6300054788589478
single_label,metadata_matched_residual,1,1,balanced,0,0.5,nan,Fracture,calibration_error,0.024099763482809067
single_label,metadata_matched_residual,1,1,balanced,0,0.5,nan,Cardiomegaly,auroc,0.5928679704666138
single_label,metadata_matched_residual,1,1,balanced,0,0.5,nan,Cardiomegaly,auprc,0.3980986177921295
single_label,metadata_matched_residual,1,1,balanced,0,0.5,nan,Cardiomegaly,f1,0.40582725405693054
